,name,category,github_id,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,gitlab_id
10,Polkadot,blockchain,paritytech/polkadot,['PoS'],https://github.com/paritytech/polkadot,https://github.com/paritytech/polkadot,GPL-3.0,2018-08-09 10:57:23,2021-04-29 16:33:01,2021-04-29 16:21:58,620.0,216.0,589.0,3167.0,1919.0,2021-04-08 16:27:40,0.8.30,20591.0,735.0,85.0,Polkadot Node Implementation.,116.0,21,True,3.0,,,
11,Binance chain,blockchain,binance-chain/bsc,['PoS'],https://github.com/binance-chain/bsc,https://github.com/binance-chain/bsc,LGPL-3.0,2020-05-21 06:44:14,2021-04-29 08:50:24,2021-04-03 12:51:52,118.0,46.0,65.0,358.0,11760.0,2021-03-25 06:31:47,1.0.7,10936.0,994.0,12.0,A Binance Smart Chain client based on the go-ethereum fork.,511.0,21,True,3.0,,,
12,Cardano,blockchain,input-output-hk/cardano-node,['PoS'],https://github.com/input-output-hk/cardano-node,https://github.com/input-output-hk/cardano-node,Apache-2.0,2019-05-23 20:12:22,2021-04-29 17:42:46,2021-04-28 08:02:08,228.0,205.0,582.0,1236.0,4213.0,2021-04-18 00:12:16,1.26.2,,,29.0,The core component that is used to participate in a Cardano decentralised blockchain.,78.0,20,True,3.0,,,
13,Stellar,blockchain,stellar/stellar-core,['PoS'],https://github.com/stellar/stellar-core,https://github.com/stellar/stellar-core,,2014-11-24 17:11:12,2021-04-29 18:10:11,2021-04-29 17:08:54,784.0,187.0,1032.0,2681.0,6929.0,2021-04-26 21:09:03,17.0.0,,,100.0,stellar-core is the reference implementation for the peer to peer agent that manages the Stellar network.,92.0,18,False,3.0,,,
14,Terra,blockchain,terra-project/core,['dPoS'],https://github.com/terra-project/core,https://github.com/terra-project/core,,2018-11-18 17:11:47,2021-04-26 08:08:33,2021-04-14 00:33:53,61.0,3.0,153.0,243.0,814.0,2021-04-14 00:36:09,0.4.6,2243.0,93.0,37.0,GO implementation of the Terra Protocol.,17.0,15,False,3.0,,,
15,Pancake swap,smart-contract,pancakeswap/pancake-swap-core,[],https://github.com/pancakeswap/pancake-swap-core,https://github.com/pancakeswap/pancake-swap-core,GPL-3.0,2020-09-14 06:01:21,2021-04-21 19:50:30,2020-09-27 07:36:36,223.0,5.0,4.0,80.0,259.0,,,,,,Core smart contracts.,9.0,15,False,1.0,186.0,186.0,
16,USD Coin,smart-contract,centrehq/centre-tokens,[],https://github.com/centrehq/centre-tokens,https://github.com/centrehq/centre-tokens,MIT,2018-02-05 15:05:54,2021-03-30 14:49:46,2021-02-18 02:03:46,112.0,,29.0,183.0,743.0,2018-08-03 19:46:55,1.0.0,,,1.0,Source repository for fiat tokens on the CENTRE network.,13.0,14,True,2.0,,,
17,Paxos,smart-contract,paxosglobal/pax-contracts,[],https://github.com/paxosglobal/pax-contracts,https://github.com/paxosglobal/pax-contracts,MIT,2018-09-07 21:36:06,2021-02-02 19:44:00,2021-02-02 19:43:59,49.0,,5.0,61.0,51.0,,,,,,Solidity smart contracts for the Paxos Standard ERC20 stablecoin PAX.,7.0,11,False,3.0,,,
18,Binance USD,smart-contract,paxosglobal/busd-contract,[],https://github.com/paxosglobal/busd-contract,https://github.com/paxosglobal/busd-contract,MIT,2019-09-06 18:00:31,2021-03-30 07:33:15,2021-02-02 19:43:45,26.0,,,20.0,8.0,,,,,,Solidity smart contracts for the Binance USD.,4.0,9,False,3.0,,,
19,Tezos,blockchain,,['dPoS'],,,,,,,,,,,,,,,,,,,0,False,,,,tezos/tezos
